date;greenbox;breached_range_high;breached_range_low;closed_above_range_high;closed_below_range_low;range_confirmed;range_holds_close;range_holds_wick;breakout_time;breakout_window;upday;range_holds;close_outside_range;max_retracement_time;max_expansion_time;retrace_into_range;retracement_in_minutes;expansion_in_minutes;expansion_window;retracement_window;took_out_day_open;took_out_ny_true_open;expansion_level;expansion_level_body;retracement_level;retracement_level_body;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level;model;model_prev;upday_prev;range_holds_prev;range_multiplier
2024-07-29;true;true;false;true;false;true;true;true;1722211500000000;09:00 - 09:15;true;true;true;1722215700000000;1722222300000000;false;70.0;180.0;12:00 - 12:15;10:15 - 10:30;;;10.8;11.2;1.7;1.7;10.9;1.7;0.3;1.0;9.6;0.5;10.9;Strong Uptrend;Expansion;false;true;0.2
2024-07-30;false;false;true;false;true;true;true;true;1722297600000000;09:00 - 09:15;false;true;true;1722298200000000;1722298800000000;true;10.0;20.0;09:15 - 09:30;09:00 - 09:15;false;;-3.0;-3.7;0.3;0.3;-3.1;0.4;0.7;0.1;-1.0;-3.1;0.4;Strong Downtrend;Weak Downtrend;false;true;0.5
2024-07-31;true;true;true;true;true;true;false;false;1722384000000000;09:00 - 09:15;false;false;true;1722392700000000;1722401400000000;true;145.0;290.0;13:45 - 14:00;11:15 - 11:30;false;false;-5.2;-7.0;2.4;3.1;-5.3;2.4;0.1;0.6;-4.1;-5.3;2.4;Strong Downtrend;Weak Uptrend;false;true;0.3
2024-08-01;false;true;true;true;true;true;false;false;1722471600000000;09:15 - 09:30;false;false;true;1722472500000000;1722488700000000;true;15.0;285.0;14:00 - 14:15;09:30 - 09:45;false;false;-7.6;-7.6;1.3;1.3;-7.7;1.3;0.4;0.1;-3.3;-7.7;1.3;Strong Downtrend;Strong Uptrend;false;true;0.3
2024-08-02;true;true;true;true;true;true;false;false;1722556800000000;09:00 - 09:15;true;false;false;1722557100000000;1722557700000000;true;5.0;15.0;09:15 - 09:30;09:00 - 09:15;false;false;1.2;1.3;1.0;0.9;1.3;-2.9;0.2;0.9;-1.4;-2.9;1.3;Strong Uptrend;Strong Uptrend;false;true;0.6
2024-08-05;false;false;true;false;true;true;true;true;1722816300000000;09:00 - 09:15;false;true;true;1722816900000000;1722820200000000;true;10.0;65.0;10:00 - 10:15;09:15 - 09:30;;;-10.2;-12.2;0.4;0.4;-10.3;0.4;0.9;0.3;-7.9;-10.3;0.4;Strong Downtrend;Weak Downtrend;true;true;0.2
2024-08-06;false;true;false;true;false;true;true;true;1722902700000000;09:00 - 09:15;true;true;true;1722903000000000;1722906000000000;false;5.0;55.0;10:00 - 10:15;09:00 - 09:15;false;false;3.2;4.0;1.2;1.4;3.3;1.2;1.0;0.2;2.2;0.2;3.3;Strong Uptrend;Strong Downtrend;true;true;0.7
2024-08-07;true;true;true;true;true;true;false;false;1722988800000000;09:00 - 09:15;true;false;true;1722989700000000;1722997500000000;true;15.0;145.0;11:15 - 11:30;09:15 - 09:30;false;false;6.3;11.5;-1.1;-2.8;6.4;-1.1;0.5;0.9;5.2;-1.1;6.4;Strong Uptrend;Weak Uptrend;false;true;0.3
2024-08-08;false;true;true;true;true;true;false;false;1723075200000000;09:00 - 09:15;true;false;true;1723077300000000;1723086900000000;true;35.0;195.0;12:15 - 12:30;09:30 - 09:45;false;false;9.9;9.9;-0.4;-0.4;10.0;-0.4;1.0;0.6;7.6;-0.4;10.0;Strong Downtrend;Expansion;true;true;0.2
2024-08-09;false;false;true;false;true;true;true;true;1723161600000000;09:00 - 09:15;false;true;true;1723161900000000;1723179900000000;true;5.0;305.0;14:00 - 14:15;09:00 - 09:15;false;false;-2.6;-4.4;0.1;0.0;-2.7;0.1;0.7;0.1;-1.9;-2.7;0.3;Strong Uptrend;Strong Downtrend;true;false;0.6
