date;greenbox;breached_range_high;breached_range_low;closed_above_range_high;closed_below_range_low;range_confirmed;range_holds_close;range_holds_wick;breakout_time;breakout_window;upday;range_holds;close_outside_range;max_retracement_time;max_expansion_time;retrace_into_range;retracement_in_minutes;expansion_in_minutes;expansion_window;retracement_window;took_out_day_open;took_out_ny_true_open;expansion_level;expansion_level_body;retracement_level;retracement_level_body;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level;model;model_prev;upday_prev;range_holds_prev;range_multiplier
2023-11-24;true;true;false;true;false;true;true;true;1700785800000000;09:30 - 09:45;true;true;false;1700786400000000;1700791200000000;false;10.0;90.0;11:00 - 11:15;09:30 - 09:45;;;1.8;2.0;1.0;1.1;1.9;0.6;0.0;1.0;0.6;0.6;1.9;None;Medium Uptrend;true;true;0.4
2023-11-27;false;true;true;true;true;true;false;false;1701046800000000;10:00 - 10:15;false;false;true;1701048300000000;1701062100000000;true;25.0;255.0;14:15 - 14:30;10:15 - 10:30;;;-2.1;-3.5;1.1;1.5;-2.2;1.1;0.8;0.1;-2.1;-2.2;1.1;Contraction;Medium Downtrend;false;true;0.5
2023-11-28;false;false;true;false;true;true;true;true;1701135300000000;10:30 - 10:45;false;true;true;1701137100000000;1701148800000000;true;30.0;225.0;14:15 - 14:30;11:00 - 11:15;;;-0.6;-0.8;0.5;0.7;-0.6;0.5;0.6;0.0;-0.3;-0.6;0.6;Strong Downtrend;Medium Uptrend;true;true;0.4
2023-11-29;true;true;false;true;false;true;true;true;1701218400000000;09:30 - 09:45;true;true;true;1701218700000000;1701221100000000;false;5.0;45.0;10:15 - 10:30;09:45 - 10:00;;;7.6;7.6;2.4;2.4;7.7;2.4;0.0;0.7;3.7;0.0;7.7;Strong Uptrend;Strong Uptrend;true;true;0.1
2023-11-30;false;true;false;true;false;true;true;true;1701304500000000;09:30 - 09:45;true;true;true;1701309000000000;1701321300000000;true;75.0;280.0;14:15 - 14:30;10:45 - 11:00;;;4.2;7.5;0.2;0.0;4.3;0.2;0.6;0.2;3.6;0.2;4.3;Contraction;Medium Uptrend;true;true;0.3
2023-12-01;false;true;false;true;false;true;true;true;1701394200000000;10:30 - 10:45;true;true;true;1701394500000000;1701398700000000;false;5.0;75.0;11:45 - 12:00;10:30 - 10:45;;;5.0;6.6;1.3;1.3;5.0;1.3;1.0;0.5;3.9;0.3;5.0;Strong Uptrend;Weak Uptrend;true;true;0.2
2023-12-04;true;true;false;true;false;true;true;true;1701663600000000;13:15 - 13:30;true;true;false;1701663900000000;1701664800000000;false;5.0;20.0;13:30 - 13:45;13:15 - 13:30;;;1.3;2.5;1.2;2.0;1.4;0.6;0.5;0.6;0.9;0.3;1.4;Strong Uptrend;Contraction;false;false;0.5
2023-12-05;true;false;true;false;true;true;true;true;1701737700000000;09:45 - 10:00;false;true;false;1701738300000000;1701740100000000;true;10.0;40.0;10:30 - 10:45;10:00 - 10:15;;;-0.3;-2.0;0.9;1.0;-0.4;1.0;0.5;0.7;0.1;-0.4;1.0;Contraction;Strong Uptrend;true;true;0.3
2023-12-06;true;true;false;true;false;true;true;true;1701824100000000;09:45 - 10:00;true;true;true;1701824400000000;1701840300000000;false;5.0;270.0;14:15 - 14:30;10:00 - 10:15;;;3.1;3.7;1.2;1.4;3.1;1.2;0.1;0.9;3.1;0.6;3.1;Strong Uptrend;Strong Uptrend;false;true;0.3
2023-12-07;false;true;true;true;true;true;false;false;1701909300000000;09:30 - 09:45;true;false;false;;;false;;;;;;;;;;;1.1;-1.1;0.3;0.3;-0.5;-1.1;1.1;Strong Downtrend;Weak Uptrend;true;true;0.5
